BADGE,OLD_CLUSTER_SIZE,NEW_CLUSTER_SIZE,GAINED_PEERS,LOST_PEERS,JACCARD_PEERS
1002177,1,2,1,0,0.0
1002180,8,7,0,1,0.8571
1002181,8,7,0,1,0.8571
1002182,8,1,0,7,0.0
1002183,6,7,1,0,0.8333
1002184,23,1,0,22,0.0
1002185,23,8,2,17,0.2083
1002186,23,8,2,17,0.2083
1002189,2,5,3,0,0.25
1002190,2,6,4,0,0.2
1002191,3,34,31,0,0.0606
1002193,2,5,3,0,0.25
1002194,2,4,2,0,0.3333
1002195,2,5,3,0,0.25
1002200,8,6,0,2,0.7143
1002201,8,6,0,2,0.7143
1002202,8,1,0,7,0.0
1002203,8,1,0,7,0.0
1002204,3,7,4,0,0.3333
1002205,3,7,4,0,0.3333
1002208,1,5,4,0,0.0
1002209,2,4,2,0,0.3333
1002210,1,5,4,0,0.0
1002211,1,5,4,0,0.0
1002216,7,6,0,1,0.8333
1002217,3,9,6,0,0.25
1002218,3,9,6,0,0.25
1002219,7,6,0,1,0.8333
1002220,21,7,1,15,0.2381
1002221,1,13,12,0,0.0
1002222,23,13,1,11,0.4783
1002224,1,3,2,0,0.0
1002226,1,5,4,0,0.0
1002232,10,10,4,4,0.3846
1002233,23,9,3,17,0.2
1002234,23,9,3,17,0.2
1002235,23,9,3,17,0.2
1002241,1,5,4,0,0.0
1002242,4,5,1,0,0.75
1002246,3,4,1,0,0.6667
1002247,3,4,1,0,0.6667
1002248,10,4,0,6,0.3333
1002249,8,26,18,0,0.28
1002250,8,26,18,0,0.28
1002251,6,7,1,0,0.8333
1002257,1,5,4,0,0.0
1002260,1,6,5,0,0.0
1002261,3,34,31,0,0.0606
1002264,7,1,0,6,0.0
1002265,1,9,8,0,0.0
1002267,8,7,0,1,0.8571
1002272,2,5,3,0,0.25
1002273,1,5,4,0,0.0
1002274,2,5,3,0,0.25
1002275,1,2,1,0,0.0
1002276,1,2,1,0,0.0
1002278,1,3,2,0,0.0
1002279,2,3,1,0,0.5
1002284,1,2,1,0,0.0
1002289,9,10,1,0,0.8889
1002290,8,7,0,1,0.8571
1002291,9,10,1,0,0.8889
1002292,7,11,4,0,0.6
1002293,7,11,4,0,0.6
1002294,7,11,4,0,0.6
1002296,1,5,4,0,0.0
1002297,25,18,2,9,0.5769
1002300,7,6,0,1,0.8333
1002302,1,11,10,0,0.0
1002303,7,11,4,0,0.6
1002304,1,2,1,0,0.0
1002318,1,2,1,0,0.0
1002332,1,2,1,0,0.0
1002333,1,2,1,0,0.0
1002340,21,6,2,17,0.1364
1002341,25,18,2,9,0.5769
1002342,21,2,0,19,0.05
1002343,21,6,2,17,0.1364
1002348,8,6,0,2,0.7143
1002349,7,6,0,1,0.8333
1002350,8,6,0,2,0.7143
1002351,7,6,0,1,0.8333
1002352,9,8,0,1,0.875
1002353,7,6,0,1,0.8333
1002355,8,7,0,1,0.8571
1002357,7,6,0,1,0.8333
1002358,3,9,6,0,0.25
1002359,7,6,0,1,0.8333
1002360,23,9,3,17,0.2
1002361,9,5,1,5,0.3333
1002362,9,5,1,5,0.3333
1002364,25,8,0,17,0.2917
1002365,1,5,4,0,0.0
1002367,10,2,0,8,0.1111
1002370,6,2,0,4,0.2
1002371,2,6,4,0,0.2
1002372,7,8,2,1,0.625
1002373,7,7,1,1,0.7143
1002374,8,9,2,1,0.6667
1002375,9,6,0,3,0.625
1002376,37,8,2,31,0.1316
1002377,4,11,9,2,0.0833
1002378,2,11,9,0,0.1
1002380,37,8,2,31,0.1316
1002381,23,9,3,17,0.2
1002382,23,9,3,17,0.2
1002383,23,1,0,22,0.0
1002385,11,10,0,1,0.9
1002387,11,10,0,1,0.9
1002388,26,16,3,13,0.4286
1002389,26,16,3,13,0.4286
1002390,26,1,0,25,0.0
1002391,11,10,0,1,0.9
1002392,7,8,1,0,0.8571
1002394,8,7,0,1,0.8571
1002395,8,7,0,1,0.8571
1002398,26,16,3,13,0.4286
1002399,26,16,3,13,0.4286
1002400,6,7,1,0,0.8333
1002401,6,7,1,0,0.8333
1002402,10,9,0,1,0.8889
1002403,6,7,1,0,0.8333
1002407,12,26,14,0,0.44
1002408,8,7,0,1,0.8571
1002409,7,7,1,1,0.7143
1002410,1,10,9,0,0.0
1002414,9,2,0,7,0.125
1002415,9,6,0,3,0.625
1002417,13,7,2,8,0.2857
1002420,10,11,1,0,0.9
1002421,1,3,2,0,0.0
1002422,1,7,6,0,0.0
1002423,10,11,1,0,0.9
1002429,5,9,4,0,0.5
1002431,5,9,4,0,0.5
1002436,6,7,1,0,0.8333
1002437,6,7,1,0,0.8333
1002438,6,7,1,0,0.8333
1002439,6,7,1,0,0.8333
1002440,9,10,1,0,0.8889
1002441,9,10,1,0,0.8889
1002454,1,34,33,0,0.0
1002455,2,34,32,0,0.0303
1002456,1,9,8,0,0.0
1002457,8,9,1,0,0.875
1002459,6,7,1,0,0.8333
1002461,8,7,1,2,0.625
1002463,6,7,1,0,0.8333
1002464,9,10,1,0,0.8889
1002466,9,6,0,3,0.625
1002468,6,7,1,0,0.8333
1002470,1,7,6,0,0.0
1002471,6,7,1,0,0.8333
1002477,8,9,1,0,0.875
1002478,8,7,1,2,0.625
1002480,7,7,1,1,0.7143
1002482,7,7,1,1,0.7143
1002483,7,7,1,1,0.7143
1002484,7,1,0,6,0.0
1002485,1,7,6,0,0.0
1002486,7,7,1,1,0.7143
1002487,7,7,1,1,0.7143
1002488,22,8,0,14,0.3333
1002489,22,8,0,14,0.3333
1002490,22,8,0,14,0.3333
1002491,22,8,0,14,0.3333
1002492,1,7,6,0,0.0
1002493,22,7,1,16,0.2273
1002494,16,14,5,7,0.4
1002496,7,8,1,0,0.8571
1002497,1,8,7,0,0.0
1002498,7,8,1,0,0.8571
1002499,7,8,1,0,0.8571
1002500,5,7,2,0,0.6667
1002501,5,7,2,0,0.6667
1002502,5,7,2,0,0.6667
1002503,2,7,5,0,0.1667
1002507,16,4,0,12,0.2
1002509,16,4,0,12,0.2
1002510,16,12,0,4,0.7333
1002511,16,12,0,4,0.7333
1002512,2,9,7,0,0.125
1002513,2,9,7,0,0.125
1002514,2,9,7,0,0.125
1002515,2,9,7,0,0.125
1002516,5,9,4,0,0.5
1002517,5,9,4,0,0.5
1002518,5,9,4,0,0.5
1002519,5,9,4,0,0.5
1002522,9,8,0,1,0.875
1002524,1,2,1,0,0.0
1002525,7,34,27,0,0.1818
1002532,14,8,1,7,0.4286
1002533,1,6,5,0,0.0
1002534,22,6,4,20,0.04
1002535,7,7,1,1,0.7143
1002537,7,6,0,1,0.8333
1002540,7,9,2,0,0.75
1002541,7,7,1,1,0.7143
1002542,7,6,0,1,0.8333
1002543,7,6,0,1,0.8333
