BADGE,RECOMMENDED_TRANSFORMER,CONSENSUS_TIER,IN_V1,IN_V1_HIGH_CONF,IN_V2,IN_V2_HIGH_CONF,RECOMMENDATION_TYPE,BADGE_ADDRESS,BADGE_CITY,BADGE_FEEDERID,CURRENT_TX_FEEDERID,RECOMMENDED_TX_FEEDERID,DISTANCE_BADGE_TO_CURRENT_M,DISTANCE_BADGE_TO_RECOMMENDED_M,V1_CLUSTER_SIZE,V1_MAPPED_PEERS,V1_CONFIDENCE_GAP,V1_MAJORITY_SHARE,V1_PEER_STABILITY,V1_RECOMMENDATION_STABILITY,V2_CLUSTER_SIZE,V2_MAPPED_PEERS,V2_CONFIDENCE_GAP,V2_MAJORITY_SHARE,V2_PEER_STABILITY,V2_RECOMMENDATION_STABILITY
1011822,377666,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4445 KAOLIN CT,COLO SPGS,12ST-23,12ST-23,12ST-23,33.5,37.1,10,10,0.8,0.9,0.963,1.0,10,10,0.8,0.9,1.0,1.0
1014182,384036,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2255 CABERNET CT,COLO SPGS,12FH-13,12FH-13,12FH-13,62.2,79.6,10,10,0.8,0.9,0.944,1.0,10,10,0.8,0.9,1.0,1.0
1022685,370381,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6708 CUMBRE VISTA WAY,COLO SPGS,12BG-22,12BG-22,12BG-22,75.2,40.7,10,10,0.8,0.9,0.978,1.0,10,10,0.8,0.9,1.0,1.0
1024899,20823,both_high_confidence,True,True,True,True,same_feeder_ambiguous,918 N EL PASO ST ADU,COLO SPGS,13Y-2,13Y-2,13Y-2,37.6,42.3,10,10,0.8,0.9,0.889,1.0,10,10,0.8,0.9,0.926,1.0
1030714,271037,both_high_confidence,True,True,True,True,same_feeder_ambiguous,9064 KENNEBEC PASS TRL,COLO SPGS,13BG-4,13BG-4,13BG-4,38.1,51.6,10,10,0.8,0.9,0.901,1.0,10,10,0.8,0.9,1.0,1.0
1034721,292159,both_high_confidence,True,True,True,True,same_feeder_ambiguous,8177 MOCKORANGE HTS,COLO SPGS,,12FR-31,12FR-31,25.0,44.2,10,10,0.8,0.9,0.926,0.889,10,10,0.8,0.9,1.0,1.0
1035517,55647,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6583 HANNAH ROSE RD,COLO SPGS,12ST-1,12ST-21,12ST-21,54.5,41.8,10,10,0.8,0.9,0.903,1.0,10,10,0.8,0.9,1.0,1.0
1036995,265621,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"5230 KENOSHA PASS CT, SPKG",COLO SPGS,13BG-4,13BG-4,13BG-4,44.9,72.5,10,10,0.8,0.9,0.963,1.0,10,10,0.8,0.9,1.0,1.0
1042677,6118,both_high_confidence,True,True,True,True,same_feeder_ambiguous,9172 ESTEBURY CIR,COLO SPGS,13BG-4,13BG-4,13BG-4,40.6,52.1,10,10,0.8,0.9,0.951,1.0,10,10,0.8,0.9,0.926,1.0
1048290,65251,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6652 CONIFER RIDGE DR,COLO SPGS,12ST-21,12ST-1,12ST-1,48.1,49.9,10,10,0.8,0.9,0.938,1.0,10,10,0.8,0.9,1.0,1.0
1056582,376048,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4183 PARKWOOD TRL,COLO SPGS,13CW-1,13CW-1,13CW-1,24.6,18.9,10,10,0.8,0.9,1.0,1.0,10,10,0.8,0.9,1.0,1.0
1060487,370187,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1026 NATIVE DANCER TER,COLO SPGS,12KC-13,12KC-13,12KC-13,69.6,56.9,10,10,0.8,0.9,1.0,1.0,10,10,0.8,0.9,1.0,1.0
1061804,343532,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1248 COUNT FLEET CT,COLO SPGS,12KC-13,12KC-13,12KC-13,65.9,53.6,10,10,0.8,0.9,0.938,1.0,10,10,0.8,0.9,1.0,1.0
1079334,16123,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4345 EARLYVIEW CT,COLO SPGS,12PV-2,12PV-2,12PV-2,48.8,50.4,10,10,0.8,0.9,1.0,1.0,10,10,0.8,0.9,1.0,1.0
1080758,95971,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"698 BOSQUE VISTA PT, LIGHTS",COLO SPGS,12PV-2,12PV-2,12PV-2,42.3,35.5,10,10,0.8,0.9,0.833,1.0,10,10,0.8,0.9,1.0,1.0
1083927,16033,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4344 COOLWATER DR,COLO SPGS,13PV-4,13PV-4,13PV-4,65.8,81.5,10,10,0.8,0.9,0.778,0.778,10,10,0.8,0.9,0.926,1.0
1096135,375310,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4361 HANGING LAKE CIR,COLO SPGS,12KC-44,12KC-44,12KC-44,95.2,63.7,10,10,0.8,0.9,1.0,1.0,10,10,0.8,0.9,1.0,1.0
1097193,391152,both_high_confidence,True,True,True,True,new_assignment,2419 ANTICA CT,COLO SPGS,12FH-13,,12FH-13,,14.6,6,5,0.8,0.8,1.0,1.0,7,5,0.8,0.8,0.889,1.0
1128856,11955,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5305 WHIP TRL,COLO SPGS,13PR-3,13PR-3,13PR-3,50.7,41.8,10,10,0.8,0.9,1.0,1.0,10,10,0.8,0.9,0.704,1.0
1145057,14481,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5102 GALLEY RD LOT 236A,COLO SPGS,13PV-3,13PV-3,13PV-3,39.0,85.9,10,10,0.8,0.9,1.0,1.0,10,10,0.8,0.9,1.0,1.0
1179149,1769,both_high_confidence,True,True,True,True,same_feeder_ambiguous,827 VALLEY RD,COLO SPGS,13FV-1,13FV-1,13FV-1,60.4,47.7,10,10,0.8,0.9,0.822,1.0,10,10,0.8,0.9,1.0,1.0
1189188,4297,both_high_confidence,True,True,True,True,cross_feeder_likely_gis_error,518 KINNIKINNIK DR,COLO SPGS,13S-15,13S-15,12SP-35,75.5,64.5,10,10,0.8,0.9,1.0,1.0,10,10,0.8,0.9,1.0,1.0
1189994,21254,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1112 W PIKES PEAK AVE,COLO SPGS,13FV-3,13FV-3,13FV-3,43.0,37.9,10,10,0.8,0.9,1.0,1.0,10,10,0.8,0.9,0.926,1.0
1201098,24865,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"3480 QUEEN ANNE WAY, SPKG",COLO SPGS,12CD-2,12CD-2,12CD-2,80.4,57.5,10,10,0.8,0.9,0.914,1.0,10,10,0.8,0.9,1.0,1.0
1207205,1815,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2014 EAGLE VIEW DR,COLO SPGS,12PJ-1,12PJ-1,12PJ-1,11.9,60.7,10,10,0.8,0.9,0.988,1.0,10,10,0.8,0.9,1.0,1.0
1269226,52763,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6392 TURRET DR,COLO SPGS,12WN-2,12WN-2,12WN-2,74.4,71.5,10,10,0.8,0.9,0.926,1.0,10,10,0.8,0.9,1.0,1.0
1275629,9007,both_high_confidence,True,True,True,True,cross_feeder_likely_gis_error,"6161 LEHMAN DR, PHONE EQUIP",COLO SPGS,13CW-2,13CW-2,13CW-10,16.3,23.0,10,10,0.8,0.9,1.0,1.0,10,10,0.8,0.9,1.0,1.0
1276470,93727,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"1971 LA BELLEZZA GRV, E MTR",COLO SPGS,12OV-1,12OV-1,12OV-1,20.9,49.6,10,10,0.8,0.9,1.0,1.0,10,10,0.8,0.9,1.0,1.0
1303911,7190,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1864 WHITEHORN DR W,COLO SPGS,13CW-1,13CW-1,13CW-1,48.2,63.5,10,10,0.8,0.9,0.988,1.0,10,10,0.8,0.9,0.852,1.0
1304023,7050,both_high_confidence,True,True,True,True,same_feeder_ambiguous,7599 RED MOUNTAIN DR,COLO SPGS,13CW-1,13CW-1,13CW-1,40.3,62.6,10,10,0.8,0.9,0.841,1.0,10,10,0.8,0.9,1.0,1.0
1053440,345245,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6796 BACKCOUNTRY LOOP,COLO SPGS,12FR-32,12FR-32,12FR-32,31.0,38.3,10,10,0.8,0.9,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1054829,33261,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"7137 SAND CREST VW, LIGHTS",COLO SPGS,13BG-1,13BG-1,13BG-1,9.2,21.7,10,10,0.8,0.9,0.847,1.0,9,9,0.7778,0.8889,0.917,1.0
1056106,185916,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"7966 SILVER BIRCH DR, E MTR",COLO SPGS,12ST-22,12ST-22,12ST-22,45.4,73.5,10,10,0.8,0.9,0.917,1.0,9,9,0.7778,0.8889,1.0,1.0
1058778,375980,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6224 ASHMORE LN,COLO SPGS,12FR-32,12FR-32,12FR-32,39.0,41.6,10,10,0.8,0.9,0.889,1.0,9,9,0.7778,0.8889,1.0,1.0
1082996,17426,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2535 PAYNE CIR E,COLO SPGS,13KE-73,13KE-73,13KE-73,65.5,50.0,10,10,0.8,0.9,0.741,0.778,9,9,0.7778,0.8889,0.917,1.0
1040942,23353,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"6052 MORSE BLUFF DR, SPKG",COLO SPGS,12BG-24,12BG-24,12BG-24,43.7,65.2,10,10,0.8,0.9,0.938,1.0,8,8,0.75,0.875,0.81,1.0
1303089,5165,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1311 FOREST RD,COLO SPGS,12BY-31,12BY-31,12BY-31,35.3,84.1,10,10,0.8,0.9,1.0,1.0,6,6,0.6667,0.8333,1.0,1.0
1118945,473036,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6637 WHITE LODGE PT,COLO SPGS,13BG-2,12FR-31,12FR-31,22.7,29.5,10,10,0.8,0.9,0.926,1.0,4,4,0.5,0.75,1.0,1.0
1022741,344334,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4497 ASHER HTS APT 306,COLO SPGS,12AP-2,12AP-2,12AP-2,15.8,29.2,9,9,0.7778,0.8889,0.825,0.889,14,14,0.8571,0.9286,0.974,1.0
1001688,322,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6701 PARK AVE,GN MTN FLS,12GM-4,12GM-4,12GM-4,35.3,78.7,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1004226,12713,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"3210 BANKSIDE DR, SPKG",COLO SPGS,12CL-11,12CL-11,12CL-11,57.7,45.9,9,9,0.7778,0.8889,0.972,1.0,9,9,0.7778,0.8889,1.0,1.0
1004441,23592,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5987 MAROON MESA DR,COLO SPGS,12AP-3,12AP-3,12AP-3,27.2,38.2,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1005587,11397,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4260 HICKORY HOLLOW DR,COLO SPGS,12ST-3,12ST-3,12ST-3,49.2,40.0,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1010560,88607,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4619 CROW CREEK DR,COLO SPGS,12ST-3,12ST-3,12ST-3,29.7,43.8,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1018997,22944,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6826 BECKNELL DR,COLO SPGS,12BG-24,12BG-24,12BG-24,65.7,46.7,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1022901,11017,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5240 SOLAR RIDGE DR,COLO SPGS,12AP-2,12AP-2,12AP-2,31.0,41.2,9,9,0.7778,0.8889,0.792,1.0,9,9,0.7778,0.8889,0.75,1.0
1023211,23313,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6191 WHIRLWIND DR,COLO SPGS,12AP-3,12AP-3,12AP-3,74.6,26.3,9,9,0.7778,0.8889,0.988,1.0,9,9,0.7778,0.8889,1.0,1.0
1024053,23979,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"5100 LEWISIA PT, LIGHTS",COLO SPGS,12AP-4,12AP-4,12AP-4,21.8,23.8,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1024392,11012,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5224 SOLAR RIDGE DR,COLO SPGS,12AP-2,12AP-2,12AP-2,24.1,44.3,9,9,0.7778,0.8889,0.861,0.889,9,9,0.7778,0.8889,1.0,1.0
1025076,10140,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6320 NATURITA TRL,COLO SPGS,12ST-4,12ST-4,12ST-4,34.3,53.4,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1025106,10636,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4821 ARDLEY DR,COLO SPGS,12ST-1,12ST-21,12ST-21,27.9,42.3,9,9,0.7778,0.8889,0.958,1.0,9,9,0.7778,0.8889,1.0,1.0
1032209,287997,both_high_confidence,True,True,True,True,same_feeder_ambiguous,8671 DRY NEEDLE PL,COLO SPGS,,12FR-31,12FR-31,40.7,60.6,9,9,0.7778,0.8889,0.889,1.0,9,9,0.7778,0.8889,1.0,1.0
1032340,343567,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4552 ASHER HTS APT 401,COLO SPGS,12AP-2,12AP-2,12AP-2,16.9,53.2,9,9,0.7778,0.8889,0.875,1.0,9,9,0.7778,0.8889,1.0,1.0
1034515,7777,both_high_confidence,True,True,True,True,same_feeder_ambiguous,3350 HAZELWOOD CT,COLO SPGS,13CW-4,13CW-4,13CW-4,40.5,32.4,9,9,0.7778,0.8889,0.981,1.0,9,9,0.7778,0.8889,1.0,1.0
1037296,6894,both_high_confidence,True,True,True,True,same_feeder_ambiguous,7840 MANSTON DR,COLO SPGS,12BG-21,12BG-21,12BG-21,51.6,42.0,9,9,0.7778,0.8889,0.944,1.0,9,9,0.7778,0.8889,1.0,1.0
1038770,9678,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6471 CACHE DR,COLO SPGS,12ST-1,12ST-21,12ST-21,39.1,62.6,9,9,0.7778,0.8889,0.889,1.0,9,9,0.7778,0.8889,1.0,1.0
1039475,378400,both_high_confidence,True,True,True,True,same_feeder_ambiguous,8904 WOLF VALLEY DR,COLO SPGS,13BG-2,13BG-2,13BG-2,45.2,63.0,9,9,0.7778,0.8889,0.986,1.0,9,9,0.7778,0.8889,1.0,1.0
1039608,375061,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6423 KNAPP DR,COLO SPGS,12BG-23,12BG-23,12BG-23,47.9,47.8,9,9,0.7778,0.8889,0.958,1.0,9,9,0.7778,0.8889,1.0,1.0
1039816,23608,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5832 HUERFANO DR,COLO SPGS,12ST-1,12ST-21,12ST-21,12.6,67.0,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1044203,343807,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5835 THURBER DR,COLO SPGS,12BG-23,12BG-23,12BG-23,47.2,46.0,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1045563,8941,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6167 MIRAMONT ST,COLO SPGS,12BG-24,12BG-24,12BG-24,61.5,58.1,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1047383,292162,both_high_confidence,True,True,True,True,same_feeder_ambiguous,8291 POTENTILLA GRV,COLO SPGS,,12FR-31,12FR-31,26.4,28.1,9,9,0.7778,0.8889,0.875,0.889,9,9,0.7778,0.8889,1.0,1.0
1048004,349596,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6706 BACKCOUNTRY LOOP,COLO SPGS,12FR-32,12FR-32,12FR-32,26.7,41.4,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,0.833,1.0
1054945,146882,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"6361 WIND RIVER PT, SPKG",COLO SPGS,12ST-2,12ST-2,12ST-2,65.3,40.2,9,9,0.7778,0.8889,0.861,0.889,9,9,0.7778,0.8889,1.0,1.0
1057063,172500,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"7803 VISTA CERRO AVE, E MTR",COLO SPGS,12ST-22,12ST-22,12ST-22,51.1,42.4,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1060743,267520,both_high_confidence,True,True,True,True,same_feeder_ambiguous,884 DESCHUTES DR,COLO SPGS,12NG-22,12NG-22,12NG-22,46.7,47.9,9,9,0.7778,0.8889,0.917,1.0,9,9,0.7778,0.8889,1.0,1.0
1061603,344130,both_high_confidence,True,True,True,True,same_feeder_ambiguous,11258 COLD CREEK VW,COLO SPGS,12KC-13,12KC-13,12KC-13,45.9,37.0,9,9,0.7778,0.8889,0.833,0.889,9,9,0.7778,0.8889,1.0,1.0
1063164,375307,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2073 ZENATO CT,COLO SPGS,12FH-13,12FH-13,12FH-13,44.8,31.1,9,9,0.7778,0.8889,0.931,1.0,9,9,0.7778,0.8889,1.0,1.0
1065577,257929,both_high_confidence,True,True,True,True,same_feeder_ambiguous,12677 BAROSSA VALLEY RD,COLO SPGS,12FH-13,12FH-13,12FH-13,131.6,57.9,9,9,0.7778,0.8889,0.889,0.889,9,9,0.7778,0.8889,0.958,1.0
1069930,19107,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4455 WITCHES HOLLOW LN,COLO SPGS,13KE-71,13KE-71,13KE-71,38.3,30.5,9,9,0.7778,0.8889,0.903,1.0,9,9,0.7778,0.8889,1.0,1.0
1071231,27382,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4875 GOULET WAY,COLO SPGS,13KE-71,13KE-71,13KE-71,42.5,28.3,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1076760,130227,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"3414 LUCKY LINDY LN, SPKG",COLO SPGS,13KE-71,13KE-71,13KE-71,64.0,78.3,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1077597,19305,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5379 SPARROW HAWK WAY,COLO SPGS,13KE-71,13KE-71,13KE-71,48.8,51.2,9,9,0.7778,0.8889,0.951,1.0,9,9,0.7778,0.8889,1.0,1.0
1077739,19275,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5240 RONDO WAY,COLO SPGS,13KE-71,13KE-71,13KE-71,56.9,35.2,9,9,0.7778,0.8889,0.958,1.0,9,9,0.7778,0.8889,1.0,1.0
1077938,145917,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5497 BARNSTORMERS AVE,COLO SPGS,13KE-71,13KE-71,13KE-71,65.5,57.1,9,9,0.7778,0.8889,0.903,1.0,9,9,0.7778,0.8889,1.0,1.0
1079095,5428,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"202 MAIN ST, TELMTR",COLO SPGS,12BY-34,12BY-34,12BY-34,7.1,63.3,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1089109,14385,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"1323 SOARING EAGLE DR, LIGHTS",COLO SPGS,12PF-5,12PF-5,12PF-5,30.5,34.2,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1092288,13474,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2480 DUFFIELD DR,COLO SPGS,13PR-4,13PR-4,13PR-4,75.2,66.1,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,0.833,1.0
1119059,429852,both_high_confidence,True,True,True,True,cross_feeder_likely_gis_error,9218 TUNGSTEN HTS,COLO SPGS,12FR-32,12RM-4,12FR-32,16887.6,15.8,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1121063,13138,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"2848 N MURRAY BLVD, PHONE EQUIP",COLO SPGS,13RI-2,13RI-2,13RI-2,6.3,90.6,9,9,0.7778,0.8889,0.986,1.0,9,9,0.7778,0.8889,1.0,1.0
1121115,179523,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"6008 BRADLEY RD, PHONE EQUIP",COLO SPGS,12HZ-12,12HZ-12,12HZ-12,56.2,68.7,9,9,0.7778,0.8889,0.861,1.0,9,9,0.7778,0.8889,1.0,1.0
1121134,18342,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"3419 POST OAK DR, PHONE EQUIP",COLO SPGS,13KE-73,13KE-73,13KE-73,59.8,27.8,9,9,0.7778,0.8889,0.833,1.0,9,9,0.7778,0.8889,1.0,1.0
1123978,12286,both_high_confidence,True,True,True,True,same_feeder_ambiguous,3524 N CASCADE AVE LOT 16,COLO SPGS,13NP-4,13NP-4,13NP-4,24.6,32.8,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1132978,7641,both_high_confidence,True,True,True,True,cross_feeder_likely_gis_error,"3532 WOODLAND HILLS DR, PHONE EQUIPMENT",COLO SPGS,13CW-1,13CW-1,13CW-4,59.4,430.5,9,9,0.7778,0.8889,0.944,1.0,9,9,0.7778,0.8889,1.0,1.0
1132984,8852,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"6317 GEMFIELD DR, PHONE EQUIPMENT",COLO SPGS,12AP-3,12AP-3,12AP-3,44.9,51.6,9,9,0.7778,0.8889,0.958,1.0,9,9,0.7778,0.8889,1.0,1.0
1133034,8437,both_high_confidence,True,True,True,True,cross_feeder_likely_gis_error,"6213 WHETSTONE DR, PHONE EQUIP",COLO SPGS,12BG-24,12BG-24,12AP-3,7.9,470.7,9,9,0.7778,0.8889,0.986,1.0,9,9,0.7778,0.8889,1.0,1.0
1153112,12163,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"3579 ORO BLANCO DR, PHONE EQUIP",COLO SPGS,13RI-9,13RI-9,13RI-9,21.4,35.5,9,9,0.7778,0.8889,0.861,1.0,9,9,0.7778,0.8889,1.0,1.0
1155299,146557,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2481 ELLINGWOOD DR,COLO SPGS,13HK-2,13HK-2,13HK-2,29.8,6.2,9,9,0.7778,0.8889,0.931,1.0,9,9,0.7778,0.8889,1.0,1.0
1157830,17344,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2840 S CIRCLE DR LOT 320,COLO SPGS,13HK-2,13HK-2,13HK-2,59.9,50.5,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1164250,21246,both_high_confidence,True,True,True,True,same_feeder_ambiguous,530 E BIJOU ST,COLO SPGS,12PL-2,12PL-2,12PL-2,61.8,37.5,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,0.958,1.0
1179303,1384,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1319 PIKE DR,COLO SPGS,13FV-1,13FV-1,13FV-1,63.1,32.6,9,9,0.7778,0.8889,0.833,1.0,9,9,0.7778,0.8889,1.0,1.0
1189766,4532,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1804 FENMOOR PL,COLO SPGS,12SP-35,12SP-35,12SP-35,49.5,78.3,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1205875,10709,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"2410 HAMLET LN, HSEMTR0",COLO SPGS,13CW-12,13CW-12,13CW-12,23.3,113.9,9,9,0.7778,0.8889,0.958,1.0,9,9,0.7778,0.8889,1.0,1.0
1210075,1498,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2906 DRAKESTONE DR,COLO SPGS,13RI-2,13RI-2,13RI-2,54.4,61.1,9,9,0.7778,0.8889,0.792,1.0,9,9,0.7778,0.8889,1.0,1.0
1219488,21156,both_high_confidence,True,True,True,True,same_feeder_ambiguous,112 N 13TH ST,COLO SPGS,13Y-1,13Y-1,13Y-1,89.5,50.3,9,9,0.7778,0.8889,0.778,1.0,9,9,0.7778,0.8889,0.917,1.0
1267665,10180,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2550 RAMSGATE TER,COLO SPGS,13IP-3,13IP-3,13IP-3,44.7,53.2,9,9,0.7778,0.8889,0.986,1.0,9,9,0.7778,0.8889,1.0,1.0
1277226,93724,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1850 LA BELLEZZA GRV,COLO SPGS,12OV-1,12OV-1,12OV-1,31.7,436.0,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1282485,19389,both_high_confidence,True,True,True,True,same_feeder_ambiguous,640 ROBINGLEN CT,COLO SPGS,12JL-1,12JL-1,12JL-1,31.4,43.6,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,1.0,1.0
1282517,19334,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4431 SONGGLEN CIR,COLO SPGS,12JL-1,12JL-1,12JL-1,40.2,34.0,9,9,0.7778,0.8889,0.972,1.0,9,9,0.7778,0.8889,1.0,1.0
1298276,50210,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"9614 ORCHARD PARK TRL, SPKG",COLO SPGS,12KC-31,12KC-31,12KC-31,89.4,140.9,9,9,0.7778,0.8889,1.0,1.0,9,9,0.7778,0.8889,0.917,1.0
1303499,22290,both_high_confidence,True,True,True,True,same_feeder_ambiguous,3496 PLANTATION GRV,COLO SPGS,13CW-11,13CW-11,13CW-11,28.8,42.2,9,9,0.7778,0.8889,0.944,1.0,9,9,0.7778,0.8889,1.0,1.0
1008888,11313,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4211 TEE SHOT DR,COLO SPGS,12ST-3,12ST-3,12ST-3,55.2,55.4,9,9,0.7778,0.8889,0.796,1.0,8,8,0.75,0.875,1.0,1.0
1025329,12911,both_high_confidence,True,True,True,True,same_feeder_ambiguous,3125 RICHMOND DR,COLO SPGS,12CL-11,12CL-11,12CL-11,28.2,22.2,9,9,0.7778,0.8889,0.958,1.0,8,8,0.75,0.875,1.0,1.0
1034362,159049,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5830 LEON YOUNG DR,COLO SPGS,12BG-23,12BG-23,12BG-23,52.2,39.5,9,9,0.7778,0.8889,1.0,1.0,8,8,0.75,0.875,1.0,1.0
1042104,391375,both_high_confidence,True,True,True,True,cross_feeder_likely_gis_error,"3686 GREENWAYS MAIN BLVD, MAIL KIOSK",COLO SPGS,13PR-4,13PR-4,12ST-24,51.1,75.9,9,9,0.7778,0.8889,0.903,1.0,8,8,0.75,0.875,1.0,1.0
1116653,13656,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2120 CRYSTAL RIVER DR,COLO SPGS,12PR-1,12PR-1,12PR-1,50.5,77.9,9,9,0.7778,0.8889,1.0,1.0,8,8,0.75,0.875,1.0,1.0
